Data ID No,Chemical Name,Chemical Class,Carbon Number,CAS,SMILES,DT50,logDT50,logfoc,StudyT,Dispersant,logTdose,logDose,chain:alkaneBranch_isopropyl_C3,chain:alkaneBranch_t-butyl_C4,chain:alkaneBranch_neopentyl_C5,chain:alkaneBranch_isohexyl_pentyl_3-methyl,chain:alkaneBranch_isooctyl_heptyl_3-methyl,chain:alkaneBranch_isononyl_heptyl_2_5-methyl,chain:alkaneCyclic_pentyl_C5,chain:alkaneCyclic_hexyl_C6,chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4),chain:alkaneLinear_propyl_C3,chain:alkaneLinear_butyl_C4,chain:alkaneLinear_hexyl_C6,chain:alkaneLinear_octyl_C8,chain:alkaneLinear_decyl_C10,chain:alkaneLinear_dodedyl_C12,chain:alkaneLinear_tetradecyl_C14,chain:alkaneLinear_hexadecyl_C16,chain:alkaneLinear_stearyl_C18,chain:alkeneCyclic_diene_cyclohexene,chain:alkeneCyclic_diene_cyclopentadiene,chain:alkeneCyclic_ethene_C_(connect_noZ),chain:aromaticAlkane_Ar-C_meta,chain:aromaticAlkane_Ar-C_ortho,chain:aromaticAlkane_Ph-C1_acyclic_connect_H_gt_1,chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd,chain:aromaticAlkane_Ph-C1_acyclic_generic,chain:aromaticAlkane_Ph-1_4-C1_acyclic,chain:aromaticAlkane_Ph-C2,chain:aromaticAlkane_Ph-C1_cyclic,chain:aromaticAlkene_Ph-C2_cyclic,ring:aromatic_benzene,ring:aromatic_biphenyl,ring:aromatic_phenyl,ring:fused_[6_6]_naphthalene,ring:fused_[6_6]_tetralin,ring:fused_PAH_acenaphthylene,ring:fused_PAH_anthracene,ring:fused_PAH_benz(a)anthracene,ring:fused_PAH_benzophenanthrene,ring:fused_PAH_fluorene,ring:fused_PAH_phenanthrene,ring:fused_PAH_pyrene,ring:hetero_[5]_O_furan,ring:hetero_[5]_O_oxolane,ring:hetero_[5]_S_thiophene,ring:hetero_[5]_Z_1-Z,ring:hetero_[5_6]_O_benzofuran,ring:hetero_[5_6]_Z_generic,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,Inoculum description,Inoculum assignment,Compartment assignment,Matrix location,Approximate location coordinates,Matrix collection Temperature (oC),Matrix storage,Study system,Study matrix volume (L),Matrix Organic Carbon Content (%),pH,Study moisture content (%),Study Sediment:Water ratio,Study Agitation,Study Agitation description,Study Aeration,Study Aeration description,Study duration (d),Study controls,Abiotic control type,Test substance type,Test substance description,Test substance physical form,Test substance dosing stratgy,Total hydrocarbon dose (ppm),Initial test substance concentration (ppm),Final test substance concentration (ppm),Kinetics used,R2 (if applicable),Lag (d),Rate (d-1),Halflife (d),Study reference,Study comments,Other comments,Soil classification,Non standard inoculum,pH,Organic carbon,Sampling and storage,"Nutrient supplemenation (N,P)",Non-routine experimental setup,Soil moisture,Soil aeration,Water:Sediment ratio,Sediment agitation and aeration,Light regime,Test substance concentration,"Mixtures, crudes or petroleum products",Temperature,Inoculum,Test system,Flags,Total relevance (Inoculum + Test system ave),HL_bhcw,logHL_biohcw,SMILES2
21,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,119.2,2.076276255,,21,No,5.235528447,3.614580867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy silty Derby soil,Rural soil,Soil,"Rolling red prairies, USA",,,,Soil column (7.5cm diameter and various lengths). Water perculated through column and air sparged through bottom of column,,,,25,,No,,Yes,Air sparged through bottom of column,287,None described,,Wood preservng sludge,,Slurry,Mixed directly in to top 20cm of column soil,172000,4117,210,First order rate constant,,,0.005813758,119.2,Kincannon 1985,Low abiotic losses predicted,Rate is k1. Second phase k2 not included in derivation of HL,L,N ,H,L,H,H,Y,M,H,N/A,N/A,H,M,M,H,2.2,2.5,1,2.4,18.77,1.2736,C1Cc2cccc3cccc1c23
22,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,60,1.77815125,-0.301029996,10,No,3.602059991,1.477121255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Kaysville, Utah, USA","41°06'40.5""N 111°54'09.0""W",,Air dried and screened with 2mm sieve. Acclimated at study temperature for 10 days prior to experiment,Closed microcosm in 250mL beaker covered with polyethylene film (high oxygen permeability),0.015,0.5,,16 (80% WHC),,No,,Yes,Oxygen permeable lid,240,No abiotic control but vessels sealed,,Synthetic mixture,,Solid,"Solvent dissolved, added to soil and evaporated ",4000,30,1.5,Zero or first order constant,,,0.01155,60,Coover 1987,,,H,N ,H,H,L,H,N ,M,H,N/A,N/A,L,M,M,H,2.6,2.2,0,2.4,18.77,1.2736,C1Cc2cccc3cccc1c23
23,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,10,1,-0.301029996,20,No,3.602059991,1.477121255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Kaysville, Utah, USA","41°06'40.5""N 111°54'09.0""W",,Air dried and screened with 2mm sieve. Acclimated at study temperature for 10 days prior to experiment,Closed microcosm in 250mL beaker covered with polyethylene film (high oxygen permeability),0.015,0.5,,16 (80% WHC),,No,,Yes,Oxygen permeable lid,240,No abiotic control but vessels sealed,,Synthetic mixture,,Solid,"Solvent dissolved, added to soil and evaporated ",4000,30,0,Zero or first order constant,,,0.0693,10,Coover 1987,,,H,N ,H,H,L,H,N ,M,H,N/A,N/A,L,M,M,H,2.6,2.2,0,2.4,18.77,1.2736,C1Cc2cccc3cccc1c23
24,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,10,1,-0.301029996,30,No,3.602059991,1.477121255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy loam soil,Agricultural soil,Soil,"Kaysville, Utah, USA","41°06'40.5""N 111°54'09.0""W",,Air dried and screened with 2mm sieve. Acclimated at study temperature for 10 days prior to experiment,Closed microcosm in 250mL beaker covered with polyethylene film (high oxygen permeability),0.015,0.5,,16 (80% WHC),,No,,Yes,Oxygen permeable lid,240,No abiotic control but vessels sealed,,Synthetic mixture,,Solid,"Solvent dissolved, added to soil and evaporated ",4000,30,0,Zero or first order constant,,,0.0693,10,Coover 1987,,,H,N ,H,H,L,H,N ,M,H,N/A,N/A,L,M,M,H,2.6,2.2,0,2.4,18.77,1.2736,C1Cc2cccc3cccc1c23
25,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,148.6,2.172018809,-0.698970004,21,No,0.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Soil,,Soil,"Shi San Lin, China",,,,Closed (assumed) microcosm in 150mL glass flask. Soil sterilized and inoculum from soil solution added,0.02,0.2,,14.25 (75% WHC),,No,,No,Adequate oxygen in microcosm headspace,16,Abiotic control,Sodium Azide,Synthetic mixture,Mixture of 6 PAHs,Solid,Solvent dissolved (acetone) added to soil and mixed,6,1,,Lag + First order rate constant,1,10,0.005,138.6,Yang 2011,Soils sterilized and then natural inoculum taken from a soil solution created by mixing 1g soil and 100mL water,,L,Y,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,1,2.6,18.77,1.2736,C1Cc2cccc3cccc1c23
26,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,5.707317073,0.756432001,0.041392685,21,No,0.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Soil,,Soil,"Shi San Lin, China",,,,Closed (assumed) microcosm in 150mL glass flask. Soil sterilized and inoculum from soil solution added,0.02,1.1,,15.75  (75% WHC),,No,,No,Adequate oxygen in microcosm headspace,16,Abiotic control,Sodium Azide,Synthetic mixture,Mixture of 6 PAHs,Solid,Solvent dissolved (acetone) added to soil and mixed,6,1,,Lag + First order rate constant,0.9494,4,0.4059,1.707317073,Yang 2011,Soils sterilized and then natural inoculum taken from a soil solution created by mixing 1g soil and 100mL water,,L,Y,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,1,2.6,18.77,1.2736,C1Cc2cccc3cccc1c23
27,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,7.014354067,0.845987684,0.653212514,21,No,0.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Soil,,Soil,"Shi San Lin, China",,,,Closed (assumed) microcosm in 150mL glass flask. Soil sterilized and inoculum from soil solution added,0.02,4.5,,30.75 (75% WHC),,No,,No,Adequate oxygen in microcosm headspace,16,Abiotic control,Sodium Azide,Synthetic mixture,Mixture of 6 PAHs,Solid,Solvent dissolved (acetone) added to soil and mixed,6,1,,Lag + First order rate constant,0.9588,4,0.2299,3.014354067,Yang 2011,Soils sterilized and then natural inoculum taken from a soil solution created by mixing 1g soil and 100mL water,,L,Y,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,1,2.6,18.77,1.2736,C1Cc2cccc3cccc1c23
28,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,30.75390113,1.487900214,0.851258349,21,No,0.77815125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Soil,,Soil,"Shi San Lin, China",,,,Closed (assumed) microcosm in 150mL glass flask. Soil sterilized and inoculum from soil solution added,0.02,7.1,,30.75 (75% WHC),,No,,No,Adequate oxygen in microcosm headspace,16,Abiotic control,Sodium Azide,Synthetic mixture,Mixture of 6 PAHs,Solid,Solvent dissolved (acetone) added to soil and mixed,6,1,,Zero order rate constant,0.8258,,0.0162581,30.75390113,Yang 2011,Soils sterilized and then natural inoculum taken from a soil solution created by mixing 1g soil and 100mL water,,L,Y,H,H,H,H,N ,M,H,N/A,N/A,H,M,M,H,2.6,2.5,1,2.6,18.77,1.2736,C1Cc2cccc3cccc1c23
29,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,16.26760563,1.211323636,0.322219295,25,No,2.602059991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden soil ,Garden soil,Soil,"Montreal, Qubec, Canada","45°29'06.9""N 73°40'04.7""W",,"Dried at 35oC for 24 hours, sieved through 0.5mm mesh",Closed microcosm in 500mL flask with polyurethane stopper. Incubated in dark,0.2,2.1,,65,,Yes,"Rotary shaker, 250 rpm",Yes,Polyurethrane lid is permeable to oxygen,90,Abiotic control,0.5% MgCl2,Synthetic mixture,,Solid,Dissolved in solvent (ether) and mixed with seed soil prior to the addition of test soil,400,100,0.1,First order rate constant,0.8431,,0.0426,16.26760563,Leduc 1992,,,L,N ,L,H,L,M,N ,L,H,N/A,N/A,H,M,M,H,1.6,2.3,0,2.0,18.77,1.2736,C1Cc2cccc3cccc1c23
30,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,6.02,0.779596491,1.041392685,20,No,3.80009818,0.889301703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,7.75,0.366143622,Multiphasic kinetic model,0.952755662,,,,Deary 2016,Cd low 100mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,18.77,1.2736,C1Cc2cccc3cccc1c23
31,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,5.6,0.748188027,1.041392685,20,No,3.80009818,0.889301703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,7.75,0.343921779,Multiphasic kinetic model,0.955622996,,,,Deary 2016,Cd med 250mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,18.77,1.2736,C1Cc2cccc3cccc1c23
32,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,6.75,0.829303773,1.041392685,20,No,3.80009818,0.889301703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,7.75,0.404093831,Multiphasic kinetic model,0.94785886,,,,Deary 2016,Cd high 500mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,18.77,1.2736,C1Cc2cccc3cccc1c23
33,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,7.03,0.846955325,1.041392685,20,No,3.80009818,0.889301703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,7.75,0.417956398,Multiphasic kinetic model,0.946070142,,,,Deary 2016,Pb low 100mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,18.77,1.2736,C1Cc2cccc3cccc1c23
34,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,7.72,0.8876173,1.041392685,20,No,3.80009818,0.889301703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,7.75,0.452075288,Multiphasic kinetic model,0.941667705,,,,Deary 2016,Pb Med 250mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,18.77,1.2736,C1Cc2cccc3cccc1c23
35,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,6.83,0.834420704,1.041392685,20,No,3.80009818,0.889301703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,7.75,0.407813523,Multiphasic kinetic model,0.9473789,,,,Deary 2016,Pb high500mg/kg,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,L,M,H,2.2,2.0,0,2.1,18.77,1.2736,C1Cc2cccc3cccc1c23
36,Acenaphthene,NDAH,12,83-32-9,C1Cc2cccc3cccc1c23,4.288,0.632254777,1.041392685,20,No,3.80009818,0.889301703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Greenfield site soil,Parkland soil,Soil,"Newcastle upon Tyne, UK","54°59'09.0""N 1°35'02.1""W",,,Open microcosm in 0.64L PVC water piping (20 cm long and 3.2 cmdiameter). Incubated with diurnal light cycle.,0.2,11,,31.7 (75% WHC),,No,,Yes,Open microcosm,280,Abiotic control,0.5% HgCl2,Coal tar pitch,,Soild,"Solvent dissolved (acetone) added to quarter of test soil, mixed in cement mixer and air dried. This soil added to remaining test soil",6311,7.75,0.271345858,Multiphasic kinetic model,0.964987631,,,,Deary 2016,,Kinerics include sorption to soil,L,N ,H,L,H,H,N ,M,H,N/A,N/A,L,M,M,H,2.2,2.2,0,2.2,18.77,1.2736,C1Cc2cccc3cccc1c23
37,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,121.3,2.083860801,,21,No,5.235528447,1.812913357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy silty Derby soil,Rural soil,Soil,"Rolling red prairies, USA",,,,Soil column (7.5cm diameter and various lengths). Water perculated through column and air sparged through bottom of column,,,,25,,No,,Yes,Air sparged through bottom of column,287,None described,,Wood preservng sludge,,Slurry,Mixed directly in to top 20cm of column soil,172000,65,50,First order rate constant,,,0.005713108,121.3,Kincannon 1985,Low abiotic losses predicted,Rate is k1. Second phase k2 not included in derivation of HL,L,N ,H,L,H,H,Y,M,H,N/A,N/A,H,M,M,H,2.2,2.5,1,2.4,30.7,1.4871,c1cc2cccc3C=Cc(c1)c23
38,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,59.74137931,1.776275245,,21,No,4.51851394,2.113943352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy silty Derby soil,Rural soil,Soil,"Rolling red prairies, USA",,,,Soil column (7.5cm diameter and various lengths). Water perculated through column and air sparged through bottom of column,,,,25,,No,,Yes,Air sparged through bottom of column,97,None described,,DAF sludge,Refinery Dissolved Air Flotation sludge,Slurry,Mixed directly in to top 20cm of column soil,33000,130,42,First order rate constant,,,0.0116,59.74137931,Kincannon 1985,Low abiotic losses predicted,Rate is k1. Second phase k2 not included in derivation of HL,L,N ,H,L,H,H,Y,M,H,N/A,N/A,H,M,M,H,2.2,2.5,1,2.4,30.7,1.4871,c1cc2cccc3C=Cc(c1)c23
39,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,45.59210526,1.658889647,,21,No,4.819543936,2.8876173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy silty Derby soil,Rural soil,Soil,"Rolling red prairies, USA",,,,Soil column (7.5cm diameter and various lengths). Water perculated through column and air sparged through bottom of column,,,,25,,No,,Yes,Air sparged through bottom of column,76,None described,,Slop oil sludge,,Slurry,Mixed directly in to top 20cm of column soil,66000,772,244,First order rate constant,,,0.0152,45.59210526,Kincannon 1985,Low abiotic losses predicted,Rate is k1. Second phase k2 not included in derivation of HL,L,N ,H,L,H,H,Y,M,H,N/A,N/A,H,M,M,H,2.2,2.5,1,2.4,30.7,1.4871,c1cc2cccc3C=Cc(c1)c23
40,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,12.33096085,1.090996919,,21,No,4.51851394,2.820201459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Silty Masham soil,Rural soil,Soil,"Rolling red prairies, USA",,,,Soil column (7.5cm diameter and various lengths). Water perculated through column and air sparged through bottom of column,,,,25,,No,,Yes,Air sparged through bottom of column,76,None described,,Slop oil sludge,,Slurry,Mixed directly in to top 20cm of column soil,33000,661,9.2,First order rate constant,,,0.0562,12.33096085,Kincannon 1985,Low abiotic losses predicted,Rate is k1. Second phase k2 not included in derivation of HL,L,N ,H,L,H,H,Y,M,H,N/A,N/A,H,M,M,H,2.2,2.5,1,2.4,30.7,1.4871,c1cc2cccc3C=Cc(c1)c23
41,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,42.51533742,1.62854563,,21,No,4.934498451,2.981365509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandy silty Derby soil,Rural soil,Soil,"Rolling red prairies, USA",,,,Soil column (7.5cm diameter and various lengths). Water perculated through column and air sparged through bottom of column,,,,25,,No,,Yes,Air sparged through bottom of column,203,None described,,Wood preservng sludge,,Slurry,Mixed directly in to top 20cm of column soil,86000,958,35,First order rate constant,,,0.0163,42.51533742,Kincannon 1985,Low abiotic losses predicted,Rate is k1. Second phase k2 not included in derivation of HL,L,N ,H,L,H,H,Y,M,H,N/A,N/A,H,M,M,H,2.2,2.5,1,2.4,30.7,1.4871,c1cc2cccc3C=Cc(c1)c23
42,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,13.32692308,1.124729891,,20,No,4,1.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Nixon Sandy Loam,Agricultural soil,Soil,"Unknown, USA",,,,Close microcosm in 100mL glass beakers covered with polyethylene film. Incubated in dark,0.03,,,50% WHC,,No,,Yes,Lid opened every 2 -3 days,480,Abiotic control,2% HgCl2,Synthetic mixture,,Solid,Ground PAH added to acid washed sand before mixing with test soil,10000,25,0,,1,,0.052,13.32692308,Bossert 1986,Contained 1% phenyldecane as 'growth substrate' Soil ammended with nutrients,,H,N ,L,L,H,M,N ,H,H,N/A,N/A,H,M,M,H,2.0,2.7,0,2.3,30.7,1.4871,c1cc2cccc3C=Cc(c1)c23
43,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,10.79886914,1.033378279,0.380211242,21,No,3.242690474,2.067442843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AhAl soil+compost,,Soil,Germany,,,Air dried and sieved through 2mm mesh. ,"Closed microcosm in 1L glass jar, sealed with polyethylene film and incubated in dark",0.3,2.4,,50% WHC,,No,,Yes,Polyethylene permits diffusions of atmospheric gases such as oxygen,29,Abiotic control,Autoclave + 1% HgCl2,Synthetic mixture,Mixture of 18 PAH and N-PAHs,Solid,Solvent dissolved (dichloromethane) and mixed with soil.,1748.6,116.8,0.687058824,Lag + First order rate constant,0.9333,8,0.2476,2.798869144,Wischmann 1997,,,L,N ,L,H,H,H,N ,H,H,N/A,N/A,H,M,M,H,2.2,2.7,0,2.4,30.7,1.4871,c1cc2cccc3C=Cc(c1)c23
44,Acenaphthylene,PAH,12,208-96-8,c1cc2cccc3C=Cc(c1)c23,17.28179551,1.237588862,0.322219295,25,No,2.602059991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Garden soil ,Garden soil,Soil,"Montreal, Qubec, Canada","45°29'06.9""N 73°40'04.7""W",,"Dried at 35oC for 24 hours, sieved through 0.5mm mesh",Closed microcosm in 500mL flask with polyurethane stopper. Incubated in dark,0.2,2.1,,65,,Yes,"Rotary shaker, 250 rpm",Yes,Polyurethrane lid is permeable to oxygen,90,Abiotic control,0.5% MgCl2,Synthetic mixture,,Solid,Dissolved in solvent (ether) and mixed with seed soil prior to the addition of test soil,400,100,0.1,First order rate constant,0.9106,,0.0401,17.28179551,Leduc 1992,,,L,N ,L,H,L,M,N ,L,H,N/A,N/A,H,M,M,H,1.6,2.3,0,2.0,30.7,1.4871,c1cc2cccc3C=Cc(c1)c23
